Date,Text_clean
2020-12-31,Ash Where did you get that eevee I need it
2020-12-31,Ash YESSSS 
2020-12-31,Ash No worrys Ash Hope you feel better soon 
2020-12-31,Ash Just wanted to say that Ive really enjoyed your streams the last couple days So much fun Wishing you wellness and all sorts of blessings with the new year
2020-12-31,   SepticEye Ash  Husband really nailed lud to a t
2020-12-31,Ash its ok ash big fan and wow your channel and everything blew up with the among us games you are a big creator now you should feel proud your twitch and youtube blew up
2020-12-31, Ash and  were together now Sykkuno said something about a little project hes working on We stan a dedicated man 
2020-12-31,Ash Ash try and take some soothers or butter menthols to gelp your throat
2020-12-31,   SepticEye Ash  Husband J10 Squad
2020-12-31,Ash Youll always be winnin Ash 
2020-12-31,Ash Rest well Ash 
2020-12-31,   SepticEye Ash  Husband J10 friends FeelsStrongMan
2020-12-31,   SepticEye Ash  Husband AHHHH I LOVE IT You just got a new follower D
2020-12-31,Ash i hope you feel better Ash
2020-12-31,Im not really into vtuber world But this model art style attract my eyesNotsoanime and more cartoony If I find the artist I might consider to get one for myself Maybe at least for the gif version If I had the money for it LolVtuber model Ash 
2020-12-31,Ash new emote pls
2020-12-31,Ash Why is this so damn cute
2020-12-31,Ash Yes Rest comes first hope you feel better soon
2020-12-31,   SepticEye Ash  Husband Holy shit this needs to be an anime or something like NOW
2020-12-31,Ash UwU
2020-12-31,Ash Yourre alot cuter than I even imagined
2020-12-31,   SepticEye Ash  Husband 
2020-12-31,   SepticEye Ash  Husband This is beautiful Can I use this as my header
2020-12-31,    Ash       Actual fuckin insecure cock Usually the one with small pp insult others cuz they are jealous
2020-12-31,    Ash       Stfu man stop acting like all the people in the world are BETATOX you are overusing this random term from god knows where you got it from Have you been call that so many times that you are putting your traumatized experience on other people
2020-12-31,     Ash       Actually IQ equivalent to kid He has 60K subs He is going to hire 60K bots to pay him 4 a month You are shameless dude
2020-12-31, Ash Its sooooo freaking Beautiful Art rust sqaud LIT 
2020-12-31,    Ash       Oh my bad
2020-12-31,    Ash       He is trying to compare all those streamers viewer count to xQcs lmao Kind of lame
2020-12-31,   SepticEye Ash  Husband Super cool
2020-12-31,Ash  tamale que le hiciste a tu flaca
2020-12-31,   SepticEye Ash  Husband CAN I SAVE THIS PLS
2020-12-31,143  Viki   SepticEye Ash  Husband This is what my Snapseed editing skills could muster Again I apologize to the original artist for ruining their work  
2020-12-31,   SepticEye Ash  Husband So cute 
2020-12-31,Ash Rest well love
2020-12-31,Ash Good choice 
2020-12-31,Ash Doubt youll see this but off chance you do honey tea lemon tea green teas all good for the throat Also if you have Halls breezers by you they are great
2020-12-31,Ash Yoo thats pokemon supreme
2020-12-31,Lol I said it yesterday man hahhahaha glad Ash pointed the obv to his team Lol ash and s interaction was the highlight of the whole exchange honestly 
2020-12-31,Ash Oh yeah the dynamic squad
2020-12-31,   Ash       Theres more viewers who watch the server who arent watching X then who watch x I cannot dumb it down any more than that are you another Twitter bot How much money does X throw away on bots
2020-12-31,Ash i now can finish yesterdays streammenacingly laughing in raes voice 
2020-12-31,Ash WATERMELON HAMMERS
2020-12-31,Ash Just recover Ash that more important
2020-12-31,Ash sucks to see you buy into empty threats and reward people who pose no real threat cus they dont have the commitment to create even 1 explosive
2020-12-31,   Ash       And hes one guy and one type of content Theres more people not watching him all day except for 37 minutes then was watching him on the servers do you realize theres other humans alive or is your bubble on that type
2020-12-31, SepticEye   Ash  Husband Im just saying Im gonna be proud of myself if do this  Keep it up do more art work on other groups you inspired me dude such a great work   Kabayan 
2020-12-31,Ash Its ok you need some you time lt3
2020-12-31, SepticEye   Ash  Husband U drew Sean really well love his face
2020-12-31,    Ash       grown ass man entertaining countless young audience Cmon man he has to think like them If you are the boring adult like everyone else who will watch you
2020-12-31,THE ESCALATION OF CHAOS SepticEye   Husband  Ash 
2020-12-31,Ash Miss youuu
2020-12-31,Ash Take care ash  love your streams will await the next one 
2020-12-31,Ash Hope it feels better soon ash 
2020-12-31,Ash Leaf is sykkuno trademark now lol
2020-12-31,Ash fav team
